dcr_regiao,id_projeto,nom_projeto,cd_talhao,data_cto,dcr_operacao,flag_cto_executado,data_inicio_operacao,dcr_municipio,dcr_estado,vlr_area
BRACELL SP,0515,SÃO SEBASTIÃO DO BELMONT,008-01,2025-05-25,CORTE HARVESTER,S,2025-05-19,Presidente Alves,SÃO PAULO,8.07
BRACELL SP,0298,MONJOLÃO,050-01,2024-12-19,CORTE HARVESTER,S,2024-12-18,Bofete,SÃO PAULO,6.4
BRACELL SP,0298,MONJOLÃO,048-01,2024-12-22,CORTE HARVESTER,S,2024-12-16,Bofete,SÃO PAULO,6.4
BRACELL SP,0298,MONJOLÃO,040-01,2024-12-19,CORTE HARVESTER,S,2024-12-11,Bofete,SÃO PAULO,6.4
BRACELL SP,0325,SÃO DOMINGOS,024-01,2024-08-08,CORTE HARVESTER,S,2024-08-04,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0333,SÃO PEDRO II,005-01,2025-06-02,CORTE HARVESTER,S,2025-05-31,Agudos,SÃO PAULO,1.6
BRACELL SP,0298,MONJOLÃO,049-01,2024-12-19,CORTE HARVESTER,S,2024-12-18,Bofete,SÃO PAULO,6.4
BRACELL SP,0564,BARRA MANSA,014-01,2025-04-01,CORTE HARVESTER,S,2025-03-30,Bofete,SÃO PAULO,0.21
BRACELL SP,0564,BARRA MANSA,012-01,2025-04-03,CORTE HARVESTER,S,2025-04-02,Bofete,SÃO PAULO,0.21
BRACELL SP,0564,BARRA MANSA,013-01,2025-04-02,CORTE HARVESTER,S,2025-03-30,Bofete,SÃO PAULO,0.21
BRACELL SP,0590,ESTÂNCIA ALMEIDA,001-01,2025-06-23,CORTE HARVESTER,S,2025-06-19,Ubirajara,SÃO PAULO,0.64
BRACELL BA OESTE,8141,SÍTIO DO MEIO,025-01,2025-06-26,CORTE HARVESTER,N,2025-06-17,Entre Rios,BAHIA,4.1
BRACELL SP,0378,USINA PAREDÃO,012-01,,CORTE HARVESTER,N,2025-06-01,Oriente,SÃO PAULO,40.42
BRACELL SP,0967,MARUQUE,003-01,2025-06-15,CORTE HARVESTER,S,2025-06-04,Itapeva,SÃO PAULO,46.66
BRACELL SP,2015,CAMBUÍ II - ANGATUBA,311-01,,CORTE HARVESTER,N,2025-06-24,Angatuba,SÃO PAULO,17.09
BRACELL BA OESTE,8188,BIRIBA,001-01,2025-06-20,CORTE HARVESTER,S,2025-06-12,Entre Rios,BAHIA,0.06
BRACELL BA OESTE,8019,BONFIM,035-01,,CORTE HARVESTER,N,2025-06-22,Duartina,SÃO PAULO,2.99
BRACELL SP,0371,MANGA LARGA,006-01,2024-09-30,CORTE HARVESTER,S,2024-09-27,Getulina,SÃO PAULO,29.59
BRACELL BA OESTE,8141,SÍTIO DO MEIO,024-02,2025-06-26,CORTE HARVESTER,N,2025-06-19,Entre Rios,BAHIA,4.1
BRACELL SP,0676,ÁGUA DA BICA,001-01,,CORTE HARVESTER,N,2025-06-23,Anhembi,SÃO PAULO,0.79
BRACELL BA OESTE,8246,BACALHAU,016-01,2025-06-02,CORTE HARVESTER,S,2025-05-27,Alagoinhas,BAHIA,0.02
BRACELL SP,0309,BOA ESPERANÇA V,016-01,2025-03-18,CORTE HARVESTER,S,2025-03-03,Marília,SÃO PAULO,34.5
BRACELL SP,0378,USINA PAREDÃO,614-01,2025-06-23,CORTE HARVESTER,S,2025-06-14,Oriente,SÃO PAULO,40.42
BRACELL SP,0290,ALAMBARI II,017-01,2025-06-24,CORTE HARVESTER,S,2025-06-21,Anhembi,SÃO PAULO,10.03
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,011-01,2025-04-10,CORTE HARVESTER,S,2025-04-07,Piratininga,SÃO PAULO,0.15
BRACELL SP,0602,ALTO DA FIGUEIRA,002-01,2025-06-24,CORTE HARVESTER,S,2025-06-22,Anhembi,SÃO PAULO,1.53
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,015-01,2025-04-10,CORTE HARVESTER,S,2025-04-07,Piratininga,SÃO PAULO,0.15
BRACELL SP,0290,ALAMBARI II,028-01,2025-06-16,CORTE HARVESTER,S,2025-06-06,Anhembi,SÃO PAULO,10.03
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,007-01,,CORTE HARVESTER,N,2025-06-25,Prata,MINAS GERAIS,1.03
BRACELL BA OESTE,8188,BIRIBA,003-01,2025-06-20,CORTE HARVESTER,S,2025-06-13,Entre Rios,BAHIA,0.06
BRACELL BA OESTE,8315,MATEIRO,006-01,2025-06-16,CORTE HARVESTER,S,2025-06-12,Entre Rios,BAHIA,3.78
BRACELL BA OESTE,8315,MATEIRO,005-01,2025-06-16,CORTE HARVESTER,S,2025-06-13,Entre Rios,BAHIA,3.78
BRACELL SP,0613,PEDRA BRANCA,001-01,2025-05-01,CORTE HARVESTER,S,2025-04-28,Dois Córregos,SÃO PAULO,2.39
BRACELL BA LESTE,8032,CARDOSO,041-01,2024-11-21,CORTE HARVESTER,S,2024-11-15,Esplanada,BAHIA,17.1
BRACELL SP,0428,SÃO MANOEL IV,302-01,2025-04-11,CORTE HARVESTER,S,2025-02-26,Presidente Alves,SÃO PAULO,31.37
BRACELL BA LESTE,8032,CARDOSO,043-01,2024-11-21,CORTE HARVESTER,S,2024-11-12,Esplanada,BAHIA,17.1
BRACELL SP,0380,ONDA VERDE,002-01,2025-04-16,CORTE HARVESTER,S,2025-03-21,Lupércio,SÃO PAULO,2.16
BRACELL SP,0657,SANTO ANTÔNIO DOS PALMARES,022-01,2025-04-10,CORTE HARVESTER,S,2025-04-07,Botucatu,SÃO PAULO,2.62
BRACELL SP,0594,SANTA LUCIA III,013-01,2025-04-17,CORTE HARVESTER,S,2025-04-08,Bofete,SÃO PAULO,23.65
BRACELL SP,0594,SANTA LUCIA III,017-01,2025-04-17,CORTE HARVESTER,S,2025-04-01,Bofete,SÃO PAULO,23.65
BRACELL SP,0594,SANTA LUCIA III,014-01,2025-04-17,CORTE HARVESTER,S,2025-04-01,Bofete,SÃO PAULO,23.65
BRACELL SP,0378,USINA PAREDÃO,011-01,2025-06-09,CORTE HARVESTER,S,2025-06-01,Oriente,SÃO PAULO,40.42
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,002-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0543,CORRENTE,001-01,2025-03-11,CORTE HARVESTER,S,2025-03-05,Cabrália Paulista,SÃO PAULO,0.17
BRACELL SP,0378,USINA PAREDÃO,009-01,2025-06-09,CORTE HARVESTER,S,2025-06-01,Oriente,SÃO PAULO,40.42
BRACELL BA OESTE,8246,BACALHAU,001-01,2025-06-02,CORTE HARVESTER,S,2025-05-29,Alagoinhas,BAHIA,0.02
BRACELL SP,0333,SÃO PEDRO II,013-01,2025-06-07,CORTE HARVESTER,S,2025-06-01,Agudos,SÃO PAULO,1.6
BRACELL SP,0543,CORRENTE,002-01,2025-03-08,CORTE HARVESTER,S,2025-03-03,Cabrália Paulista,SÃO PAULO,0.17
BRACELL SP,0333,SÃO PEDRO II,012-01,2025-06-05,CORTE HARVESTER,S,2025-06-01,Agudos,SÃO PAULO,1.6
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,001-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,2019,NOSSA SENHORA APARECIDA XII - MARÍLIA,003-01,2025-04-16,CORTE HARVESTER,S,2025-04-11,Marília,SÃO PAULO,0.08
BRACELL SP,2019,NOSSA SENHORA APARECIDA XII - MARÍLIA,005-01,2025-04-17,CORTE HARVESTER,S,2025-04-13,Marília,SÃO PAULO,0.08
BRACELL SP,0351,SANTA MARIANA II,049-01,2025-04-17,CORTE HARVESTER,S,2025-04-13,Oriente,SÃO PAULO,32.16
BRACELL SP,2005,LAGEADINHO II - BOREBI,001-01,2025-06-14,CORTE HARVESTER,S,2025-06-08,Borebi,SÃO PAULO,21.71
BRACELL SP,0377,REVOLTA,003-01,2025-04-11,CORTE HARVESTER,S,2025-04-07,Gália,SÃO PAULO,4.46
BRACELL SP,2019,NOSSA SENHORA APARECIDA XII - MARÍLIA,002-01,2025-04-16,CORTE HARVESTER,S,2025-04-09,Marília,SÃO PAULO,0.08
BRACELL SP,0377,REVOLTA,001-01,2025-04-10,CORTE HARVESTER,S,2025-04-08,Gália,SÃO PAULO,4.46
BRACELL SP,0351,SANTA MARIANA II,022-01,2025-04-15,CORTE HARVESTER,S,2025-04-10,Oriente,SÃO PAULO,32.16
BRACELL SP,2005,LAGEADINHO II - BOREBI,004-01,2025-06-12,CORTE HARVESTER,S,2025-06-06,Borebi,SÃO PAULO,21.71
BRACELL SP,2019,NOSSA SENHORA APARECIDA XII - MARÍLIA,001-01,2025-04-20,CORTE HARVESTER,S,2025-04-10,Marília,SÃO PAULO,0.08
BRACELL SP,2005,LAGEADINHO II - BOREBI,005-01,2025-06-16,CORTE HARVESTER,S,2025-06-13,Borebi,SÃO PAULO,21.71
BRACELL SP,0597,NOVA IRAJÁ,001-01,,CORTE HARVESTER,N,,Garça,SÃO PAULO,1.04
BRACELL SP,0597,NOVA IRAJÁ,002-01,,CORTE HARVESTER,N,,Garça,SÃO PAULO,1.04
BRACELL SP,0678,BOM JESUS III - AVAÍ,002-01,2025-06-18,CORTE HARVESTER,S,2025-06-11,Avaí,SÃO PAULO,6.67
BRACELL SP,0678,BOM JESUS III - AVAÍ,004-01,2025-06-21,CORTE HARVESTER,S,2025-06-16,Avaí,SÃO PAULO,6.67
BRACELL SP,0545,BOA VISTA X - RIBEIRÃO BONITO,003-01,2025-04-17,CORTE HARVESTER,S,2025-04-12,Ribeirão Bonito,SÃO PAULO,78.33
BRACELL SP,2042,ILHA II - JULIO MESQUITA,001-01,2025-06-10,CORTE HARVESTER,S,2025-06-06,Júlio Mesquita,SÃO PAULO,0.25
BRACELL SP,0678,BOM JESUS III - AVAÍ,005-01,2025-06-21,CORTE HARVESTER,S,2025-06-17,Avaí,SÃO PAULO,6.67
BRACELL SP,0678,BOM JESUS III - AVAÍ,003-01,2025-06-21,CORTE HARVESTER,S,2025-06-13,Avaí,SÃO PAULO,6.67
BRACELL SP,0597,NOVA IRAJÁ,303-01,,CORTE HARVESTER,N,,Garça,SÃO PAULO,1.04
BRACELL SP,2005,LAGEADINHO II - BOREBI,002-01,2025-06-14,CORTE HARVESTER,S,2025-06-10,Borebi,SÃO PAULO,21.71
BRACELL SP,0545,BOA VISTA X - RIBEIRÃO BONITO,004-01,2025-04-17,CORTE HARVESTER,S,2025-04-11,Ribeirão Bonito,SÃO PAULO,78.33
BRACELL SP,2005,LAGEADINHO II - BOREBI,008-01,2025-06-14,CORTE HARVESTER,S,2025-06-11,Borebi,SÃO PAULO,21.71
BRACELL SP,0597,NOVA IRAJÁ,012-01,,CORTE HARVESTER,N,,Garça,SÃO PAULO,1.04
BRACELL SP,0597,NOVA IRAJÁ,009-01,,CORTE HARVESTER,N,,Garça,SÃO PAULO,1.04
BRACELL SP,1124,CARIDADE,004-01,2025-05-02,CORTE HARVESTER,S,2025-01-14,Capão Bonito,SÃO PAULO,7.26
BRACELL SP,2015,CAMBUÍ II - ANGATUBA,001-01,,CORTE HARVESTER,N,2025-06-23,Angatuba,SÃO PAULO,17.09
BRACELL SP,1124,CARIDADE,002-01,2025-04-19,CORTE HARVESTER,S,2025-01-15,Capão Bonito,SÃO PAULO,7.26
BRACELL SP,2015,CAMBUÍ II - ANGATUBA,012-01,,CORTE HARVESTER,N,2025-06-23,Angatuba,SÃO PAULO,17.09
BRACELL SP,0597,NOVA IRAJÁ,311-01,2025-06-25,CORTE HARVESTER,S,2025-06-24,Garça,SÃO PAULO,1.04
BRACELL SP,0089,FORQUILHA I,026-01,,CORTE HARVESTER,N,,Agudos,SÃO PAULO,0.31
BRACELL SP,0290,ALAMBARI II,023-01,,CORTE HARVESTER,N,2025-06-06,Anhembi,SÃO PAULO,10.03
MS FLORESTAL,1133,HORTO BONITO,234-01,,CORTE HARVESTER,N,2025-06-24,Água Clara,MATO GROSSO SUL,48.79
BRACELL SP,0089,FORQUILHA I,024-01,,CORTE HARVESTER,N,,Agudos,SÃO PAULO,0.31
BRACELL SP,0597,NOVA IRAJÁ,008-01,,CORTE HARVESTER,N,2025-06-26,Garça,SÃO PAULO,1.04
BRACELL SP,0597,NOVA IRAJÁ,307-01,,CORTE HARVESTER,N,2025-06-26,Garça,SÃO PAULO,1.04
BRACELL SP,0613,PEDRA BRANCA,001-01,2025-05-01,CORTE HARVESTER,S,2025-04-28,Dois Córregos,SÃO PAULO,2.39
BRACELL BA OESTE,8038,CONCEIÇÃO,014-01,2025-05-18,CORTE HARVESTER,S,2025-05-15,Alagoinhas,BAHIA,3.54
BRACELL BA OESTE,8038,CONCEIÇÃO,002-01,2025-05-14,CORTE HARVESTER,S,2025-05-11,Alagoinhas,BAHIA,3.54
BRACELL MG,5010,NOVAES,017-01,2025-06-14,CORTE HARVESTER,S,2025-06-05,Uberlândia,MINAS GERAIS,162.14
BRACELL SP,0597,NOVA IRAJÁ,305-01,,CORTE HARVESTER,N,2025-06-26,Garça,SÃO PAULO,1.04
BRACELL BA OESTE,8038,CONCEIÇÃO,031-01,2025-05-18,CORTE HARVESTER,S,2025-05-13,Alagoinhas,BAHIA,3.54
BRACELL SP,0377,REVOLTA,004-01,2025-04-15,CORTE HARVESTER,S,2025-04-07,Gália,SÃO PAULO,4.46
BRACELL SP,0597,NOVA IRAJÁ,309-01,,CORTE HARVESTER,N,,Garça,SÃO PAULO,1.04
BRACELL BA OESTE,8038,CONCEIÇÃO,033-01,2025-05-18,CORTE HARVESTER,S,2025-05-10,Alagoinhas,BAHIA,3.54
BRACELL SP,0597,NOVA IRAJÁ,302-01,,CORTE HARVESTER,N,,Garça,SÃO PAULO,1.04
BRACELL SP,0597,NOVA IRAJÁ,004-01,,CORTE HARVESTER,N,2025-06-26,Garça,SÃO PAULO,1.04
BRACELL MG,5010,NOVAES,008-01,2025-05-27,CORTE HARVESTER,S,2025-05-23,Uberlândia,MINAS GERAIS,162.14
BRACELL SP,0597,NOVA IRAJÁ,005-01,,CORTE HARVESTER,N,2025-06-26,Garça,SÃO PAULO,1.04
BRACELL MG,5010,NOVAES,011-01,2025-05-24,CORTE HARVESTER,S,2025-05-19,Uberlândia,MINAS GERAIS,162.14
BRACELL SP,0597,NOVA IRAJÁ,310-01,,CORTE HARVESTER,N,,Garça,SÃO PAULO,1.04
BRACELL SP,0593,SANTA MARIA X,003-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,0.02
BRACELL SP,0593,SANTA MARIA X,001-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,0.02
BRACELL SP,0597,NOVA IRAJÁ,011-01,2025-06-25,CORTE HARVESTER,S,2025-06-24,Garça,SÃO PAULO,1.04
BRACELL SP,0378,USINA PAREDÃO,112-01,2025-06-15,CORTE HARVESTER,S,2025-06-05,Oriente,SÃO PAULO,40.42
BRACELL SP,0378,USINA PAREDÃO,008-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,40.42
BRACELL SP,0378,USINA PAREDÃO,055-01,2025-06-19,CORTE HARVESTER,S,2025-06-08,Oriente,SÃO PAULO,40.42
BRACELL SP,0378,USINA PAREDÃO,099-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,40.42
BRACELL SP,0378,USINA PAREDÃO,100-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,40.42
BRACELL SP,0378,USINA PAREDÃO,098-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,40.42
BRACELL SP,0378,USINA PAREDÃO,064-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,40.42
BRACELL SP,0593,SANTA MARIA X,005-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,0.02
BRACELL SP,0593,SANTA MARIA X,002-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,0.02
BRACELL SP,2017,JACUTINGA IV - ANHEMBI,002-01,,CORTE HARVESTER,N,2025-06-26,Anhembi,SÃO PAULO,5.28
BRACELL SP,0309,BOA ESPERANÇA V,001-01,2025-03-09,CORTE HARVESTER,S,2025-03-03,Marília,SÃO PAULO,34.5
BRACELL SP,0309,BOA ESPERANÇA V,011-01,2025-04-21,CORTE HARVESTER,S,2025-03-14,Marília,SÃO PAULO,34.5
BRACELL SP,0593,SANTA MARIA X,004-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,0.02
BRACELL BA OESTE,8246,BACALHAU,019-01,2025-06-02,CORTE HARVESTER,S,2025-05-29,Alagoinhas,BAHIA,0.02
BRACELL SP,0530,FORQUILHA III - PIRATININGA,003-01,2025-03-11,CORTE HARVESTER,S,2025-03-03,Piratininga,SÃO PAULO,6.51
BRACELL SP,0601,SÃO PEDRO III,002-01,2025-06-01,CORTE HARVESTER,S,2025-05-29,Avaí,SÃO PAULO,0.25
BRACELL SP,0530,FORQUILHA III - PIRATININGA,002-01,2025-03-09,CORTE HARVESTER,S,2025-03-03,Piratininga,SÃO PAULO,6.51
BRACELL SP,0378,USINA PAREDÃO,101-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,40.42
BRACELL SP,0378,USINA PAREDÃO,063-01,,CORTE HARVESTER,N,,Oriente,SÃO PAULO,40.42
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,321-02,2025-06-04,CORTE HARVESTER,S,2025-06-01,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0265,ITAMARATI,048-01,2024-09-07,CORTE HARVESTER,S,2024-09-03,Paulistânia,SÃO PAULO,46.5
BRACELL SP,0597,NOVA IRAJÁ,003-01,,CORTE HARVESTER,N,,Garça,SÃO PAULO,1.04
BRACELL SP,0378,USINA PAREDÃO,053-01,,CORTE HARVESTER,N,2025-06-13,Oriente,SÃO PAULO,40.42
BRACELL SP,0597,NOVA IRAJÁ,010-01,,CORTE HARVESTER,N,2025-06-24,Garça,SÃO PAULO,1.04
BRACELL SP,2017,JACUTINGA IV - ANHEMBI,005-01,,CORTE HARVESTER,N,2025-06-26,Anhembi,SÃO PAULO,5.28
BRACELL SP,0378,USINA PAREDÃO,051-01,,CORTE HARVESTER,N,2025-06-07,Oriente,SÃO PAULO,40.42
BRACELL SP,0665,SANTANA II - BAURU,002-02,2025-05-31,CORTE HARVESTER,S,2025-05-30,Bauru,SÃO PAULO,1.8
BRACELL SP,0597,NOVA IRAJÁ,006-01,,CORTE HARVESTER,N,2025-06-26,Garça,SÃO PAULO,1.04
BRACELL SP,2017,JACUTINGA IV - ANHEMBI,001-01,,CORTE HARVESTER,N,2025-06-26,Anhembi,SÃO PAULO,5.28
BRACELL SP,2042,ILHA II - JULIO MESQUITA,002-01,2025-06-12,CORTE HARVESTER,S,2025-06-07,Júlio Mesquita,SÃO PAULO,0.25
BRACELL SP,0597,NOVA IRAJÁ,007-01,,CORTE HARVESTER,N,2025-06-24,Garça,SÃO PAULO,1.04
BRACELL SP,0545,BOA VISTA X - RIBEIRÃO BONITO,001-01,2025-04-13,CORTE HARVESTER,S,2025-04-10,Ribeirão Bonito,SÃO PAULO,78.33
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,317-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0301,VAL DE PALMAS III,001-01,2025-06-14,CORTE HARVESTER,S,2025-06-07,Avaí,SÃO PAULO,13.62
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,020-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0676,ÁGUA DA BICA,006-01,,CORTE HARVESTER,N,2025-06-26,Anhembi,SÃO PAULO,0.79
BRACELL SP,0676,ÁGUA DA BICA,010-01,,CORTE HARVESTER,N,2025-06-25,Anhembi,SÃO PAULO,0.79
BRACELL SP,0602,ALTO DA FIGUEIRA,001-01,2025-06-23,CORTE HARVESTER,S,2025-06-20,Anhembi,SÃO PAULO,1.53
BRACELL SP,0301,VAL DE PALMAS III,002-01,2025-06-14,CORTE HARVESTER,S,2025-06-07,Avaí,SÃO PAULO,13.62
BRACELL SP,0602,ALTO DA FIGUEIRA,003-01,2025-06-25,CORTE HARVESTER,S,2025-06-20,Anhembi,SÃO PAULO,1.53
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,028-01,2025-04-15,CORTE HARVESTER,S,2025-04-13,Aramari,BAHIA,17.37
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,030-02,2025-04-13,CORTE HARVESTER,S,2025-04-11,Aramari,BAHIA,17.37
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,033-01,2025-04-12,CORTE HARVESTER,S,2025-04-08,Aramari,BAHIA,17.37
BRACELL SP,2017,JACUTINGA IV - ANHEMBI,004-01,,CORTE HARVESTER,N,,Anhembi,SÃO PAULO,5.28
BRACELL SP,0686,RANCHO ALEGRE,001-01,,CORTE HARVESTER,N,,Itanagra,BAHIA,0.55
BRACELL SP,0676,ÁGUA DA BICA,004-01,2025-06-25,CORTE HARVESTER,S,2025-06-24,Anhembi,SÃO PAULO,0.79
BRACELL SP,0686,RANCHO ALEGRE,002-01,,CORTE HARVESTER,N,,Itanagra,BAHIA,0.55
BRACELL SP,0676,ÁGUA DA BICA,008-01,,CORTE HARVESTER,N,2025-06-26,Anhembi,SÃO PAULO,0.79
BRACELL SP,0676,ÁGUA DA BICA,308-01,,CORTE HARVESTER,N,2025-06-26,Anhembi,SÃO PAULO,0.79
BRACELL SP,0676,ÁGUA DA BICA,305-01,2025-06-25,CORTE HARVESTER,S,2025-06-25,Anhembi,SÃO PAULO,0.79
BRACELL SP,2017,JACUTINGA IV - ANHEMBI,003-01,,CORTE HARVESTER,N,2025-06-26,Anhembi,SÃO PAULO,5.28
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,018-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,006-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,019-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,003-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,013-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,316-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,015-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,010-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,016-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,014-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,005-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,022-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,017-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,007-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,009-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,011-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,012-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0667,SÃO MATIAS E SÃO JOÃO,008-01,,CORTE HARVESTER,N,,Mombuca,SÃO PAULO,13.82
BRACELL SP,0425,PLANALTO,043-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,019-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,028-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,030-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,042-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,036-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,020-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,033-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,023-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,010-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,044-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,035-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,053-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,029-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,013-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0425,PLANALTO,031-01,,CORTE HARVESTER,N,,Reginópolis,SÃO PAULO,28.63
BRACELL SP,0676,ÁGUA DA BICA,009-02,,CORTE HARVESTER,N,,Anhembi,SÃO PAULO,0.79
BRACELL SP,0686,RANCHO ALEGRE,003-01,,CORTE HARVESTER,N,,Itanagra,BAHIA,0.55
BRACELL SP,2017,JACUTINGA IV - ANHEMBI,002-02,,CORTE HARVESTER,N,,Anhembi,SÃO PAULO,5.28
BRACELL SP,2017,JACUTINGA IV - ANHEMBI,002-02,,CORTE HARVESTER,N,,Anhembi,SÃO PAULO,5.28
BRACELL SP,2017,JACUTINGA IV - ANHEMBI,004-02,2025-06-25,CORTE HARVESTER,S,2025-06-24,Anhembi,SÃO PAULO,5.28
BRACELL BA OESTE,8090,JATOBÁ,014-01,2025-06-02,CORTE HARVESTER,S,2025-05-22,Inhambupe,BAHIA,0.25
BRACELL SP,0678,BOM JESUS III - AVAÍ,001-01,2025-06-18,CORTE HARVESTER,S,2025-06-11,Avaí,SÃO PAULO,6.67
BRACELL SP,0057,CABREÚVA,073-01,2025-05-04,CORTE HARVESTER,S,2025-05-02,Agudos,SÃO PAULO,41.41
BRACELL SP,0622,CHAPADÃO II - PEDERNEIRAS,001-01,2025-03-22,CORTE HARVESTER,S,2025-03-18,Pederneiras,SÃO PAULO,0.03
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,018-01,2025-05-08,CORTE HARVESTER,S,2025-04-30,Quintana,SÃO PAULO,25.49
BRACELL SP,2017,JACUTINGA IV - ANHEMBI,007-01,,CORTE HARVESTER,N,2025-06-23,Anhembi,SÃO PAULO,5.28
MS FLORESTAL,1133,HORTO BONITO,089-01,2025-06-22,CORTE HARVESTER,S,2025-06-14,Água Clara,MATO GROSSO SUL,48.79
